"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,134741,CME ,00,134 ,10739024, 2970687, 2425603, 1718102,  958186,  373409,  859625, 1172141, 2125739, 2732382,  136355,  343680,  131810,10679288,10710350,   59736,   28674,  173705,   80772,  271537,  -71238,   70061,  -43184,   62276,    6364,  -65797,   50670,    3835,    4959,  -22683,  180057,  186540,   -6352,  -12835,  100.0,   27.7,   22.6,   16.0,    8.9,    3.5,    8.0,   10.9,   19.8,   25.4,    1.3,    3.2,    1.2,   99.4,   99.7,    0.6,    0.3,    863,     78,    104,    141,     58,     69,     58,    152,    142,    183,     95,    109,     78,    659,    664,    15.8,    21.3,    28.0,    34.5,    12.3,    13.8,    19.4,    20.8,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,134741,CME ,00,134 ,10565319, 2889915, 2154066, 1789340,  888125,  416593,  797349, 1165777, 2191536, 2681712,  132520,  338721,  154493,10499231,10523810,   66088,   41509,   78273,   29737,  -33539,   40124,   70722, -126614,   39588, -122472,  167922,  -20127,    4728,  -23686,    -798,   41502,   42870,   36771,   35403,  100.0,   27.4,   20.4,   16.9,    8.4,    3.9,    7.5,   11.0,   20.7,   25.4,    1.3,    3.2,    1.5,   99.4,   99.6,    0.6,    0.4,    859,     79,    101,    139,     52,     77,     58,    132,    154,    179,     96,    108,     83,    641,    677,    15.6,    20.4,    27.6,    33.5,    11.1,    13.3,    17.5,    20.5,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,134741,CME ,00,134 ,10487046, 2860178, 2187605, 1749216,  817403,  543207,  757761, 1288249, 2023614, 2701839,  127792,  362407,  155291,10457729,10480940,   29317,    6106,   64319,   70024,   41841,  -88195,  -50420,  -68447,   81617,   29863,  180421,  -14865,   -8850, -100031,   54753,   73927,   87094,   -9608,  -22775,  100.0,   27.3,   20.9,   16.7,    7.8,    5.2,    7.2,   12.3,   19.3,   25.8,    1.2,    3.5,    1.5,   99.7,   99.9,    0.3,    0.1,    868,     83,     97,    138,     50,     81,     54,    133,    160,    183,    104,    112,     88,    648,    683,    15.6,    19.5,    27.5,    32.6,    10.5,    13.2,    17.0,    20.1,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,134741,CME ,00,134 ,10422727, 2790154, 2145764, 1837411,  867823,  611654,  676144, 1258386, 1843193, 2716704,  136642,  462438,  100538,10383802,10393846,   38925,   28881,  162648,   49021,  -63811,   62787,  -49618,    5946,  -73660,   62323,  166628,   85757,   32731,  -14494,    3240,  172581,  172393,   -9933,   -9745,  100.0,   26.8,   20.6,   17.6,    8.3,    5.9,    6.5,   12.1,   17.7,   26.1,    1.3,    4.4,    1.0,   99.6,   99.7,    0.4,    0.3,    893,     86,    100,    139,     53,     79,     54,    137,    163,    180,    124,    111,     81,    660,    687,    15.4,    20.4,    28.0,    31.7,    11.6,    12.6,    18.1,    19.4,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,134741,CME ,00,134 ,10260079, 2741133, 2209575, 1774624,  917441,  605708,  749804, 1196063, 1676565, 2630947,  103911,  476932,   97298,10211221,10221453,   48858,   38626,  195011, -102996,   24023,  -10890,   68995,  -23274,   -6295,   52061,  -79659,  162585,    6488,  112040,    -116,  169832,  178414,   25179,   16597,  100.0,   26.7,   21.5,   17.3,    8.9,    5.9,    7.3,   11.7,   16.3,   25.6,    1.0,    4.6,    0.9,   99.5,   99.6,    0.5,    0.4,    888,     89,    100,    144,     52,     79,     57,    135,    161,    180,    122,    107,     86,    659,    696,    15.9,    21.3,    29.0,    33.2,    11.8,    13.5,    18.6,    20.5,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,134741,CME ,00,134 ,10065068, 2844129, 2185552, 1785514,  848446,  628982,  756099, 1144002, 1756224, 2468362,   97423,  364892,   97414,10041389,10043039,   23679,   22029,   -8865,  141537,   -4289,   32127,   -1051,  -18402,   -7312,     928,   54207,  -75618,  -76828,   29645,  -15017,   -1234,   -4659,   -7631,   -4206,  100.0,   28.3,   21.7,   17.7,    8.4,    6.2,    7.5,   11.4,   17.4,   24.5,    1.0,    3.6,    1.0,   99.8,   99.8,    0.2,    0.2,    870,     91,     94,    146,     46,     82,     55,    134,    165,    183,    112,    106,     80,    650,    684,    16.5,    22.2,    29.0,    34.3,    12.5,    14.2,    19.6,    21.7,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,134741,CME ,00,134 ,10073933, 2702592, 2189841, 1753387,  849497,  647384,  763411, 1143074, 1702017, 2543980,  174251,  335247,  112431,10042623,10047698,   31310,   26235,    6310,  115175,  -47342,   63780,   19682,  -14904,   28929, -201019,   10941,  -77817,   41507,   24334,   13659,    3896,    1580,    2414,    4730,  100.0,   26.8,   21.7,   17.4,    8.4,    6.4,    7.6,   11.3,   16.9,   25.3,    1.7,    3.3,    1.1,   99.7,   99.7,    0.3,    0.3,    871,     96,     92,    142,     49,     80,     53,    137,    155,    182,    121,    105,     80,    661,    667,    16.2,    22.0,    28.6,    33.9,    11.7,    14.3,    19.0,    21.5,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,134741,CME ,00,134 ,10067623, 2587417, 2237183, 1689607,  829815,  662288,  734482, 1344093, 1691076, 2621797,  132744,  310913,   98772,10038727,10046118,   28896,   21505, -220927,   96457,  -60870,   43781,  -27831,   12503,  -12480,  -98477,   80965, -236856,    3560,  -56239,    6023, -225823, -223173,    4896,    2246,  100.0,   25.7,   22.2,   16.8,    8.2,    6.6,    7.3,   13.4,   16.8,   26.0,    1.3,    3.1,    1.0,   99.7,   99.8,    0.3,    0.2,    874,     86,     98,    137,     50,     80,     51,    134,    163,    174,    128,     97,     79,    653,    662,    16.4,    21.9,    28.8,    34.4,    11.2,    15.1,    19.0,    22.2,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,134741,CME ,00,134 ,10288550, 2490960, 2298053, 1645826,  857646,  649785,  746962, 1442570, 1610111, 2858653,  129184,  367152,   92749,10264550,10269291,   24000,   19259,  259789,  132674,  -26830,    9366,  145367,   30296,   59396,  -88228,  158198,  -16713,   18697,   38548,    8119,  268678,  260380,   -8889,    -591,  100.0,   24.2,   22.3,   16.0,    8.3,    6.3,    7.3,   14.0,   15.6,   27.8,    1.3,    3.6,    0.9,   99.8,   99.8,    0.2,    0.2,    903,     83,     99,    137,     50,     79,     54,    140,    162,    187,    145,    109,     85,    680,    686,    16.5,    21.8,    28.7,    34.3,    11.4,    14.5,    19.1,    21.9,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,134741,CME ,00,134 ,10028761, 2358286, 2324883, 1636460,  712279,  619489,  687566, 1530798, 1451913, 2875366,  110487,  328604,   84630, 9995872,10008911,   32889,   19850,  283045,  103123,   36510,   48376,    9792,   25078,   24986,   24627,   85864,   71120,   18261,   12393,  -20429,  279856,  283898,    3189,    -853,  100.0,   23.5,   23.2,   16.3,    7.1,    6.2,    6.9,   15.3,   14.5,   28.7,    1.1,    3.3,    0.8,   99.7,   99.8,    0.3,    0.2,    865,     86,     94,    140,     52,     74,     54,    148,    148,    178,    126,    102,     79,    654,    662,    16.3,    21.9,    27.7,    33.9,    10.3,    15.4,    18.0,    22.2,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,134742,CME ,00,134 , 1359305,  297614,  285754,  314484,     241,   46815,   10727,  509039,  465272,  211736,    9549,    1009,    1131, 1354521, 1336928,    4784,   22377,   29053,   -8884,   -2512,   28165,      54,     950,    -178,   91520,   84261,  -82536,   -1920,      -6,     234,   26455,   28378,    2598,     675,  100.0,   21.9,   21.0,   23.1,    0.0,    3.4,    0.8,   37.4,   34.2,   15.6,    0.7,    0.1,    0.1,   99.6,   98.4,    0.4,    1.6,    200,     34,     52,     57,.,     12,      5,     28,     60,     58,      6,      5,.,    142,    179,    35.3,    23.2,    53.7,    37.5,    26.2,    17.7,    41.8,    27.1,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,134742,CME ,00,134 , 1330252,  306498,  288266,  286319,     187,   45865,   10905,  417519,  381011,  294272,   11469,    1015,     897, 1328066, 1308550,    2186,   21702,   49147,   20169,   38483,   11896,      79,   11791,   -3092,   32239,    4458,  -10224,     730,      70,    -160,   51637,   53222,   -2490,   -4075,  100.0,   23.0,   21.7,   21.5,    0.0,    3.4,    0.8,   31.4,   28.6,   22.1,    0.9,    0.1,    0.1,   99.8,   98.4,    0.2,    1.6,    198,     35,     52,     57,.,     12,      4,     32,     54,     55,      5,      5,.,    139,    176,    35.2,    23.5,    53.0,    39.6,    24.9,    19.9,    37.7,    27.9,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,134742,CME ,00,134 , 1281105,  286329,  249783,  274423,     108,   34074,   13997,  385280,  376553,  304496,   10739,     945,    1057, 1276429, 1255328,    4676,   25777, -334746, -166305,   49414,  -32832,       8,  -67410,   -1114, -116525, -267266,  -18033,   -1377,  -10744,     -33, -336211, -348018,    1465,   13272,  100.0,   22.4,   19.5,   21.4,    0.0,    2.7,    1.1,   30.1,   29.4,   23.8,    0.8,    0.1,    0.1,   99.6,   98.0,    0.4,    2.0,    194,     39,     46,     54,.,     11,.,     33,     53,     57,      5,      4,.,    135,    174,    32.9,    24.8,    47.7,    40.5,    23.5,    20.9,    32.9,    29.2,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,134742,CME ,00,134 , 1615851,  452634,  200369,  307255,     100,  101484,   15111,  501805,  643819,  322529,   12116,   11689,    1090, 1612640, 1603346,    3211,   12505,  156240,   40692,   15887,  -24814,       0,   64524,    -860,   76482,   67308,   59464,   11315,    3747,   -6147,  156132,  179109,     108,  -22869,  100.0,   28.0,   12.4,   19.0,    0.0,    6.3,    0.9,   31.1,   39.8,   20.0,    0.7,    0.7,    0.1,   99.8,   99.2,    0.2,    0.8,    198,     45,     43,     57,.,     12,      4,     37,     50,     56,      5,      5,.,    141,    176,    31.7,    31.3,    47.1,    45.5,    24.0,    26.8,    34.8,    37.3,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,134742,CME ,00,134 , 1459611,  411942,  184482,  332069,     100,   36960,   15971,  425323,  576511,  263065,     801,    7942,    7237, 1456508, 1424237,    3103,   35374,  119573,   50884,   15918,  -11685,       0,   -3323,    1639,   63961,   76524,   14048,     398,   -3299,    -582,  118663,   89240,     910,   30333,  100.0,   28.2,   12.6,   22.8,    0.0,    2.5,    1.1,   29.1,   39.5,   18.0,    0.1,    0.5,    0.5,   99.8,   97.6,    0.2,    2.4,    201,     49,     40,     56,.,     12,.,     31,     58,     55,      5,      5,.,    142,    176,    33.8,    35.9,    49.4,    47.0,    24.1,    28.6,    36.5,    36.5,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,134742,CME ,00,134 , 1340038,  361058,  168564,  343754,     100,   40283,   14332,  361362,  499987,  249017,     403,   11241,    7819, 1337845, 1334997,    2193,    5041,   38872,   86216,   10448,   29532,       0,    -930,    4102,  -40568,   19020,  -40573,   -5329,    7118,    5454,   38834,   34171,      38,    4701,  100.0,   26.9,   12.6,   25.7,    0.0,    3.0,    1.1,   27.0,   37.3,   18.6,    0.0,    0.8,    0.6,   99.8,   99.6,    0.2,    0.4,    199,     46,     41,     55,.,     12,.,     31,     56,     55,      5,      5,      4,    143,    173,    32.4,    37.5,    47.4,    48.2,    22.5,    28.8,    33.4,    34.6,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,134742,CME ,00,134 , 1301166,  274842,  158116,  314222,     100,   41213,   10230,  401930,  480967,  289590,    5732,    4123,    2365, 1299011, 1300826,    2155,     340, -274277, -136132,  -87065,  -58503,       0,   -4534,   -8020,  -10891,  -67533,  -31355,  -28476,  -14047,   -2924, -276301, -273981,    2024,    -296,  100.0,   21.1,   12.2,   24.1,    0.0,    3.2,    0.8,   30.9,   37.0,   22.3,    0.4,    0.3,    0.2,   99.8,  100.0,    0.2,    0.0,    196,     48,     38,     57,.,     12,      4,     35,     51,     54,      6,      4,.,    146,    168,    28.6,    37.5,    44.3,    52.0,    22.2,    32.3,    34.4,    38.1,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,134742,CME ,00,134 , 1575443,  410974,  245181,  372725,     100,   45747,   18250,  412821,  548500,  320945,   34208,   18170,    5289, 1575312, 1574807,     131,     636,  123244,   -4316,   55570,   34664,       0,     701,   -5575,   53955,    -421,   41009,      63,   -6410,    3478,  123278,  123016,     -34,     228,  100.0,   26.1,   15.6,   23.7,    0.0,    2.9,    1.2,   26.2,   34.8,   20.4,    2.2,    1.2,    0.3,  100.0,  100.0,    0.0,    0.0,    203,     45,     47,     60,.,     12,      4,     40,     45,     53,      4,      9,      4,    149,    175,    29.1,    31.0,    43.5,    46.0,    18.3,    26.3,    30.7,    35.8,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,134742,CME ,00,134 , 1452199,  415290,  189611,  338061,     100,   45046,   23825,  358866,  548921,  279936,   34145,   24580,    1811, 1452034, 1451791,     165,     408,   65440,  -47840,    4494,   62622,       0,     844,    2658,   18054,  -32277,   27688,    1713,   -1144,     523,   65418,   65408,      22,      32,  100.0,   28.6,   13.1,   23.3,    0.0,    3.1,    1.6,   24.7,   37.8,   19.3,    2.4,    1.7,    0.1,  100.0,  100.0,    0.0,    0.0,    197,     45,     43,     58,.,     13,      4,     31,     53,     54,.,      8,.,    143,    173,    33.4,    31.0,    46.5,    46.0,    23.1,    27.9,    34.6,    35.6,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,134742,CME ,00,134 , 1386759,  463130,  185117,  275439,     100,   44202,   21167,  340812,  581198,  252248,   32432,   25724,    1288, 1386616, 1386383,     143,     376,  112999,   60175,   56235,   38161,       0,   -1672,    3531,  -20914,  -16282,   32908,   -1117,     -76,     319,  113063,  113124,     -64,    -125,  100.0,   33.4,   13.3,   19.9,    0.0,    3.2,    1.5,   24.6,   41.9,   18.2,    2.3,    1.9,    0.1,  100.0,  100.0,    0.0,    0.0,    199,     40,     49,     55,.,     13,      5,     38,     46,     48,.,      9,.,    137,    173,    35.8,    32.5,    49.1,    45.7,    26.2,    28.9,    38.1,    38.2,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,134742,CME ,00,134 , 1273760,  402955,  128882,  237278,     100,   45874,   17636,  361726,  597480,  219340,   33549,   25800,     969, 1273553, 1273259,     207,     501, -411015,   69534, -128632, -140965,       0,   -4921,    1186,  -34572,  176509, -305656,    -258,   -8019,    -287, -411018, -410785,       3,    -230,  100.0,   31.6,   10.1,   18.6,    0.0,    3.6,    1.4,   28.4,   46.9,   17.2,    2.6,    2.0,    0.1,  100.0,  100.0,    0.0,    0.0,    198,     42,     45,     56,.,     13,      5,     38,     46,     45,      4,      9,.,    138,    168,    33.3,    34.1,    48.8,    46.7,    24.1,    31.1,    37.4,    41.0,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250318,2025-03-18,342603,CBT ,00,342 ,   29329,    1750,     100,       0,     157,      60,       0,   18805,   14198,    6951,    1666,    7965,       0,   29329,   29274,       0,      55,   -3006,     850,       0,       0,       0,       0,       0,   -1914,    -540,   -1914,     -28,    -552,       0,   -3006,   -3006,       0,       0,  100.0,    6.0,    0.3,    0.0,    0.5,    0.2,    0.0,   64.1,   48.4,   23.7,    5.7,   27.2,    0.0,  100.0,   99.8,    0.0,    0.2,     25,.,.,      0,.,.,      0,.,      7,.,      4,      8,      0,      8,     19,    96.9,    67.5,   100.0,    85.3,    73.2,    52.1,    76.3,    67.3,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250311,2025-03-11,342603,CBT ,00,342 ,   32335,     900,     100,       0,     157,      60,       0,   20719,   14738,    8865,    1694,    8517,       0,   32335,   32280,       0,      55,   -1488,       0,       0,       0,       0,      10,       0,   -2422,   -1112,    1857,    -923,   -2231,       0,   -1488,   -1476,       0,     -12,  100.0,    2.8,    0.3,    0.0,    0.5,    0.2,    0.0,   64.1,   45.6,   27.4,    5.2,   26.3,    0.0,  100.0,   99.8,    0.0,    0.2,     25,.,.,      0,.,.,      0,.,      7,.,      4,      8,      0,      9,     18,    94.3,    66.6,    99.9,    86.5,    69.7,    51.1,    72.6,    65.0,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250304,2025-03-04,342603,CBT ,00,342 ,   33823,     900,     100,       0,     157,      50,       0,   23141,   15850,    7008,    2617,   10748,       0,   33823,   33756,       0,      67,     617,    -200,       0,       0,       0,     -10,       0,    -179,    -605,     828,     168,     409,       0,     617,     622,       0,      -5,  100.0,    2.7,    0.3,    0.0,    0.5,    0.1,    0.0,   68.4,   46.9,   20.7,    7.7,   31.8,    0.0,  100.0,   99.8,    0.0,    0.2,     26,.,.,      0,.,.,      0,.,      6,.,      5,      8,      0,     10,     18,    92.6,    67.0,    99.4,    86.5,    74.3,    55.8,    79.2,    71.3,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250225,2025-02-25,342603,CBT ,00,342 ,   33206,    1100,     100,       0,     157,      60,       0,   23320,   16455,    6180,    2449,   10339,       0,   33206,   33134,       0,      72,    -992,       0,       0,       0,       0,       0,       0,   -1682,     404,       0,     690,   -1396,       0,    -992,    -992,       0,       0,  100.0,    3.3,    0.3,    0.0,    0.5,    0.2,    0.0,   70.2,   49.6,   18.6,    7.4,   31.1,    0.0,  100.0,   99.8,    0.0,    0.2,     26,.,.,      0,.,.,      0,.,      7,.,      5,      8,      0,      9,     18,    95.1,    66.7,    99.9,    88.6,    76.5,    55.8,    81.3,    73.2,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250218,2025-02-18,342603,CBT ,00,342 ,   34198,    1100,     100,       0,     157,      60,       0,   25002,   16051,    6180,    1759,   11735,       0,   34198,   34126,       0,      72,   -3040,       0,       0,       0,       0,       0,       0,     -20,   -1134,   -1901,   -1119,      -5,       0,   -3040,   -3040,       0,       0,  100.0,    3.2,    0.3,    0.0,    0.5,    0.2,    0.0,   73.1,   46.9,   18.1,    5.1,   34.3,    0.0,  100.0,   99.8,    0.0,    0.2,     25,.,.,      0,.,.,      0,.,      7,.,      4,      8,      0,      8,     18,    97.2,    67.2,   100.0,    88.5,    79.2,    56.6,    81.9,    73.5,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250211,2025-02-11,342603,CBT ,00,342 ,   37238,    1100,     100,       0,     157,      60,       0,   25022,   17185,    8081,    2878,   11740,       0,   37238,   37166,       0,      72,    1061,       0,       0,       0,       0,       0,       0,      64,    1352,       0,     997,    -294,       0,    1061,    1058,       0,       3,  100.0,    3.0,    0.3,    0.0,    0.4,    0.2,    0.0,   67.2,   46.1,   21.7,    7.7,   31.5,    0.0,  100.0,   99.8,    0.0,    0.2,     25,.,.,      0,.,.,      0,.,      7,.,      4,      8,      0,      8,     19,    96.2,    64.8,   100.0,    85.9,    74.5,    55.0,    78.3,    70.5,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250204,2025-02-04,342603,CBT ,00,342 ,   36177,    1100,     100,       0,     157,      60,       0,   24958,   15833,    8081,    1881,   12034,       0,   36177,   36108,       0,      69,     292,       0,       0,       0,       0,       0,       0,    -304,    1032,       0,     596,    -743,       0,     292,     289,       0,       3,  100.0,    3.0,    0.3,    0.0,    0.4,    0.2,    0.0,   69.0,   43.8,   22.3,    5.2,   33.3,    0.0,  100.0,   99.8,    0.0,    0.2,     25,.,.,      0,.,.,      0,.,      6,.,      4,      8,      0,      9,     18,    96.9,    64.6,    99.9,    86.3,    74.5,    54.5,    77.6,    70.5,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250128,2025-01-28,342603,CBT ,00,342 ,   35885,    1100,     100,       0,     157,      60,       0,   25262,   14801,    8081,    1285,   12777,       0,   35885,   35819,       0,      66,   -9567,       0,       0,       0,       0,       0,       0,   -8125,   -8889,       0,   -1442,    -697,       0,   -9567,   -9586,       0,      19,  100.0,    3.1,    0.3,    0.0,    0.4,    0.2,    0.0,   70.4,   41.2,   22.5,    3.6,   35.6,    0.0,  100.0,   99.8,    0.0,    0.2,     24,.,.,      0,.,.,      0,.,      7,.,      4,      7,      0,      8,     18,    97.6,    65.5,   100.0,    87.3,    75.0,    55.3,    77.5,    71.5,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250121,2025-01-21,342603,CBT ,00,342 ,   45452,    1100,     100,       0,     157,      60,       0,   33387,   23690,    8081,    2727,   13474,       0,   45452,   45405,       0,      47,    1164,       0,       0,       0,       0,       0,       0,     632,    1154,       0,     532,       5,       0,    1164,    1159,       0,       5,  100.0,    2.4,    0.2,    0.0,    0.3,    0.1,    0.0,   73.5,   52.1,   17.8,    6.0,   29.6,    0.0,  100.0,   99.9,    0.0,    0.1,     24,.,.,      0,.,.,      0,.,      7,.,      4,      7,      0,      8,     18,    97.7,    72.1,   100.0,    88.6,    79.9,    64.1,    82.2,    76.0,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250114,2025-01-14,342603,CBT ,00,342 ,   44288,    1100,     100,       0,     157,      60,       0,   32755,   22536,    8081,    2195,   13469,       0,   44288,   44246,       0,      42,    -225,    1100,       0,       0,       0,       0,       0,    -964,     874,    -500,     139,    -599,       0,    -225,    -225,       0,       0,  100.0,    2.5,    0.2,    0.0,    0.4,    0.1,    0.0,   74.0,   50.9,   18.2,    5.0,   30.4,    0.0,  100.0,   99.9,    0.0,    0.1,     24,.,.,      0,.,.,      0,.,      7,.,      4,      7,      0,      8,     18,    97.6,    72.3,   100.0,    89.2,    79.4,    64.1,    81.8,    76.3,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
