"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250311,2025-03-11,001612,CBT ,00,001 ,  256494,   45887,   82660,   81676,    5348,    6339,   31169,   79089,   41630,   21724,    9998,   10110,  238535,  235174,   17959,   21320,  132950,   19987,   33406,   39514,    5141,      24,   35551,   64797,    6943,   21611,   11280,     251,  123881,  121842,    9069,   11108,  123544,   25900,   49254,   43938,    1983,    4539,   19980,   38654,   10325,    5562,    4167,    4410,  114654,  113332,    8890,   10212,   14058,    5008,     280,    3121,    -207,    -415,    2262,   11632,    3384,     533,    -218,    -426,   13467,   14030,     591,      28,  100.0,   17.9,   32.2,   31.8,    2.1,    2.5,   12.2,   30.8,   16.2,    8.5,    3.9,    3.9,   93.0,   91.7,    7.0,    8.3,  100.0,   15.0,   25.1,   29.7,    3.9,    0.0,   26.7,   48.7,    5.2,   16.3,    8.5,    0.2,   93.2,   91.6,    6.8,    8.4,  100.0,   21.0,   39.9,   35.6,    1.6,    3.7,   16.2,   31.3,    8.4,    4.5,    3.4,    3.6,   92.8,   91.7,    7.2,    8.3,    230,     60,     67,     20,      5,     13,     35,     47,     43,     23,     15,     19,    179,    169,    214,     35,     48,     16,      8,.,     34,     42,     19,     25,     12,.,    122,    119,    178,     46,     59,     21,.,      9,     24,     27,     26,     13,     11,     13,    130,    125,    15.4,    14.7,    26.2,    24.6,    14.0,    13.9,    23.8,    21.9,    19.4,    23.8,    35.2,    37.4,    18.7,    23.1,    33.8,    36.8,    18.8,    18.9,    31.6,    32.1,    17.6,    16.8,    28.9,    28.8,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250304,2025-03-04,001612,CBT ,00,001 ,  242436,   40879,   82380,   78555,    5555,    6754,   28907,   67457,   38246,   21191,   10216,   10536,  225068,  221144,   17368,   21292,  125783,   16557,   35227,   39525,    5575,       0,   28150,   52771,    8685,   23338,   11279,     259,  116514,  113796,    9269,   11987,  116653,   24322,   47153,   40999,    1949,    4785,   20566,   34495,    9752,    4433,    5517,    3697,  108554,  107348,    8099,    9305,   13376,    8084,  -16225,     353,     950,     371,   -1841,   16175,    4886,     661,    5170,    1633,   14147,   12960,    -771,     416,  100.0,   16.9,   34.0,   32.4,    2.3,    2.8,   11.9,   27.8,   15.8,    8.7,    4.2,    4.3,   92.8,   91.2,    7.2,    8.8,  100.0,   13.2,   28.0,   31.4,    4.4,    0.0,   22.4,   42.0,    6.9,   18.6,    9.0,    0.2,   92.6,   90.5,    7.4,    9.5,  100.0,   20.8,   40.4,   35.1,    1.7,    4.1,   17.6,   29.6,    8.4,    3.8,    4.7,    3.2,   93.1,   92.0,    6.9,    8.0,    230,     58,     64,     19,      4,     13,     38,     48,     43,     21,     17,     19,    177,    169,    215,     36,     48,     13,      9,      0,     36,     43,     19,     23,     15,.,    118,    126,    177,     44,     54,     19,.,      8,     27,     26,     22,     12,     15,     14,    129,    118,    16.4,    14.5,    28.3,    23.3,    14.8,    12.0,    25.8,    20.0,    21.6,    18.9,    37.5,    32.6,    21.6,    18.0,    35.9,    31.6,    19.6,    19.8,    30.7,    32.7,    17.9,    16.6,    27.8,    28.2,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250225,2025-02-25,001612,CBT ,00,001 ,  229060,   32795,   98605,   78202,    4605,    6383,   30748,   51282,   33360,   20530,    5046,    8903,  210921,  208184,   18139,   20876,  128193,   12497,   59107,   39795,    3831,     360,   32566,   36268,    9049,   21731,    5452,    1620,  117618,  115687,   10575,   12506,  100867,   20298,   39498,   39961,    2328,    4469,   14141,   30973,    8352,    3888,    4683,    2194,   93303,   92497,    7564,    8370,  -21869,   -4696,   -7871,     -70,    -854,   -2576,   -2199,   -5005,   -4442,   -4593,    1214,   -1606,  -20182,  -21140,   -1687,    -729,  100.0,   14.3,   43.0,   34.1,    2.0,    2.8,   13.4,   22.4,   14.6,    9.0,    2.2,    3.9,   92.1,   90.9,    7.9,    9.1,  100.0,    9.7,   46.1,   31.0,    3.0,    0.3,   25.4,   28.3,    7.1,   17.0,    4.3,    1.3,   91.8,   90.2,    8.2,    9.8,  100.0,   20.1,   39.2,   39.6,    2.3,    4.4,   14.0,   30.7,    8.3,    3.9,    4.6,    2.2,   92.5,   91.7,    7.5,    8.3,    224,     56,     64,     19,      5,     12,     40,     44,     44,     19,     17,     20,    176,    165,    209,     32,     56,     14,      9,.,     40,     38,     24,     24,     10,      7,    125,    131,    174,     42,     56,     19,      4,      7,     29,     23,     21,     11,     17,     14,    127,    117,    17.6,    17.4,    30.2,    26.9,    16.0,    14.7,    27.9,    22.5,    22.1,    22.3,    37.3,    33.8,    22.1,    20.9,    35.7,    31.7,    22.9,    21.6,    35.7,    34.3,    21.0,    19.3,    31.5,    29.9,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250218,2025-02-18,001612,CBT ,00,001 ,  250929,   37491,  106476,   78272,    5459,    8959,   32947,   56287,   37802,   25123,    3832,   10509,  231103,  229324,   19826,   21605,  155660,   16804,   72406,   39997,    4941,    3553,   39199,   40512,   14109,   26536,    3965,    2850,  143048,  142336,   12612,   13324,   95269,   20687,   34070,   40159,    2402,    3522,   10362,   32389,    7079,    3586,    4866,    2660,   88055,   86988,    7214,    8281,  -10345,    -836,    4995,   -1789,     901,    3706,   -6640,  -13018,   -7236,    1398,    -205,    1312,  -10085,   -9545,    -260,    -800,  100.0,   14.9,   42.4,   31.2,    2.2,    3.6,   13.1,   22.4,   15.1,   10.0,    1.5,    4.2,   92.1,   91.4,    7.9,    8.6,  100.0,   10.8,   46.5,   25.7,    3.2,    2.3,   25.2,   26.0,    9.1,   17.0,    2.5,    1.8,   91.9,   91.4,    8.1,    8.6,  100.0,   21.7,   35.8,   42.2,    2.5,    3.7,   10.9,   34.0,    7.4,    3.8,    5.1,    2.8,   92.4,   91.3,    7.6,    8.7,    232,     54,     66,     19,      5,     13,     39,     41,     41,     26,     18,     23,    182,    164,    219,     39,     60,     15,      8,      9,     38,     37,     26,     27,     14,     12,    144,    142,    175,     41,     59,     19,      4,      7,     25,     22,     19,     12,     19,     13,    121,    120,    16.1,    16.6,    28.3,    25.9,    14.4,    13.5,    25.3,    21.2,    19.7,    19.7,    32.3,    30.8,    18.3,    19.6,    29.4,    29.6,    24.0,    21.9,    37.0,    33.8,    22.6,    20.0,    34.1,    29.7,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250211,2025-02-11,001612,CBT ,00,001 ,  261274,   38327,  101481,   80061,    4558,    5253,   39587,   69305,   45038,   23725,    4037,    9197,  241188,  238869,   20086,   22405,  170488,   16867,   72550,   43549,    3710,     539,   49579,   51578,   19833,   24419,    4599,    2432,  157218,  155241,   13270,   15247,   90786,   21460,   28931,   37968,    2304,    3258,    8115,   35834,    7098,    3487,    3619,    2584,   83970,   83628,    6816,    7158,  -15912,   -1581,    3160,    1057,    -142,   -2684,   -6015,  -11547,   -6490,    -444,    1154,    -623,  -16780,  -17172,     868,    1260,  100.0,   14.7,   38.8,   30.6,    1.7,    2.0,   15.2,   26.5,   17.2,    9.1,    1.5,    3.5,   92.3,   91.4,    7.7,    8.6,  100.0,    9.9,   42.6,   25.5,    2.2,    0.3,   29.1,   30.3,   11.6,   14.3,    2.7,    1.4,   92.2,   91.1,    7.8,    8.9,  100.0,   23.6,   31.9,   41.8,    2.5,    3.6,    8.9,   39.5,    7.8,    3.8,    4.0,    2.8,   92.5,   92.1,    7.5,    7.9,    229,     48,     61,     19,      4,     12,     40,     45,     45,     23,     18,     21,    173,    167,    220,     35,     57,     15,      7,      4,     41,     40,     33,     26,     16,     13,    140,    149,    163,     38,     52,     18,      4,      6,     17,     29,     21,     12,     13,     13,    113,    113,    16.4,    17.4,    27.6,    27.6,    14.1,    13.5,    24.3,    22.6,    20.0,    19.9,    32.1,    33.2,    16.7,    19.2,    28.0,    30.9,    24.6,    21.9,    37.6,    34.1,    22.2,    20.4,    34.3,    31.8,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250204,2025-02-04,001612,CBT ,00,001 ,  277186,   39908,   98321,   79004,    4700,    7937,   45602,   80852,   51528,   24169,    2883,    9820,  257968,  256041,   19218,   21145,  195304,   18379,   72166,   45116,    3934,    5668,   60748,   68974,   23143,   26258,    2987,    3489,  182801,  180361,   12503,   14943,   81882,   21529,   26155,   35439,    2317,     718,    7275,   34299,    5964,    1967,    3952,    2275,   75167,   75680,    6715,    6202,  -12955,   -1372,   13025,    1060,   -2835,    1727,   -3954,  -10111,  -12372,     294,   -3735,     400,  -14217,  -13901,    1262,     946,  100.0,   14.4,   35.5,   28.5,    1.7,    2.9,   16.5,   29.2,   18.6,    8.7,    1.0,    3.5,   93.1,   92.4,    6.9,    7.6,  100.0,    9.4,   37.0,   23.1,    2.0,    2.9,   31.1,   35.3,   11.8,   13.4,    1.5,    1.8,   93.6,   92.3,    6.4,    7.7,  100.0,   26.3,   31.9,   43.3,    2.8,    0.9,    8.9,   41.9,    7.3,    2.4,    4.8,    2.8,   91.8,   92.4,    8.2,    7.6,    230,     52,     62,     18,      5,     10,     35,     46,     48,     27,     14,     19,    175,    165,    224,     36,     60,     15,      8,      9,     37,     42,     41,     32,     10,     10,    151,    151,    158,     39,     48,     18,      4,.,     18,     25,     20,      9,     16,     11,    109,    104,    13.9,    15.4,    25.7,    25.5,    13.6,    14.0,    24.5,    21.9,    18.0,    19.5,    31.0,    29.7,    17.2,    19.4,    28.7,    28.5,    24.8,    22.5,    40.0,    36.1,    24.8,    22.1,    37.3,    35.6,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250128,2025-01-28,001612,CBT ,00,001 ,  290141,   41280,   85296,   77944,    7535,    6210,   49556,   90963,   63900,   23875,    6618,    9420,  272185,  269942,   17956,   20199,  209948,   20697,   61572,   46776,    7345,    3669,   68449,   84075,   29893,   27022,    6485,    1960,  198466,  194999,   11482,   14949,   80193,   20583,   23724,   32909,    1931,     800,   10506,   36287,    4608,    1519,    4799,    2794,   73719,   74943,    6474,    5250,   -5631,    2070,   -2031,    2182,   -1008,    -492,   -1513,    5436,   -3932,   -1335,   -2101,   -2394,   -5414,   -6522,    -217,     891,  100.0,   14.2,   29.4,   26.9,    2.6,    2.1,   17.1,   31.4,   22.0,    8.2,    2.3,    3.2,   93.8,   93.0,    6.2,    7.0,  100.0,    9.9,   29.3,   22.3,    3.5,    1.7,   32.6,   40.0,   14.2,   12.9,    3.1,    0.9,   94.5,   92.9,    5.5,    7.1,  100.0,   25.7,   29.6,   41.0,    2.4,    1.0,   13.1,   45.2,    5.7,    1.9,    6.0,    3.5,   91.9,   93.5,    8.1,    6.5,    239,     55,     57,     20,      5,      9,     38,     52,     50,     23,     16,     20,    182,    168,    234,     42,     55,     17,      8,      7,     42,     48,     39,     28,     12,      9,    158,    150,    152,     39,     44,     19,.,.,     19,     23,     18,      7,     17,     11,    106,     99,    13.1,    15.9,    24.0,    25.1,    12.9,    13.7,    23.3,    21.3,    16.6,    18.6,    29.8,    28.7,    16.1,    18.6,    27.0,    28.0,    24.2,    24.0,    37.4,    39.1,    24.2,    23.6,    36.3,    38.4,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250121,2025-01-21,001612,CBT ,00,001 ,  295772,   39210,   87327,   75762,    8543,    6702,   51069,   85527,   67832,   25210,    8719,   11814,  277599,  276464,   18173,   19308,  218972,   20255,   65033,   45985,    8567,    3332,   70549,   81001,   33908,   28577,    8675,    4098,  206704,  204614,   12268,   14358,   76800,   18955,   22294,   32208,    2407,     939,   12076,   36082,    2368,    2540,    5951,    1809,   70895,   71850,    5905,    4950,   11007,    3363,    5128,    -449,     703,     193,    3790,     753,    5267,   -1366,   -1106,     555,   11353,   11493,    -346,    -486,  100.0,   13.3,   29.5,   25.6,    2.9,    2.3,   17.3,   28.9,   22.9,    8.5,    2.9,    4.0,   93.9,   93.5,    6.1,    6.5,  100.0,    9.3,   29.7,   21.0,    3.9,    1.5,   32.2,   37.0,   15.5,   13.1,    4.0,    1.9,   94.4,   93.4,    5.6,    6.6,  100.0,   24.7,   29.0,   41.9,    3.1,    1.2,   15.7,   47.0,    3.1,    3.3,    7.7,    2.4,   92.3,   93.6,    7.7,    6.4,    247,     57,     60,     21,      5,     10,     42,     48,     49,     24,     21,     22,    191,    174,    241,     42,     57,     18,      8,      7,     45,     45,     39,     31,     15,     11,    163,    156,    153,     40,     45,     19,      4,.,     18,     22,     15,      7,     20,      9,    103,    100,    13.4,    15.6,    24.9,    26.1,    12.8,    13.5,    23.0,    21.5,    17.7,    18.1,    31.2,    29.2,    15.8,    17.7,    27.3,    27.5,    25.1,    24.9,    39.2,    39.8,    25.1,    24.2,    39.2,    39.1,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250114,2025-01-14,001612,CBT ,00,001 ,  284765,   35847,   82199,   76211,    7840,    6509,   47279,   84774,   62565,   26576,    9825,   11259,  266246,  264971,   18519,   19794,  214340,   20483,   62837,   47100,    7121,    3357,   64371,   79636,   32396,   29532,    9944,    4108,  201347,  199399,   12993,   14941,   70425,   15364,   19362,   31415,    3023,     848,   11983,   34213,    1094,    2398,    5235,    1797,   64899,   65572,    5526,    4853,    7123,    -338,    1197,    6309,     -57,   -2134,   -3715,    1885,    6102,    1656,     928,   -2497,    5383,    5424,    1740,    1699,  100.0,   12.6,   28.9,   26.8,    2.8,    2.3,   16.6,   29.8,   22.0,    9.3,    3.5,    4.0,   93.5,   93.0,    6.5,    7.0,  100.0,    9.6,   29.3,   22.0,    3.3,    1.6,   30.0,   37.2,   15.1,   13.8,    4.6,    1.9,   93.9,   93.0,    6.1,    7.0,  100.0,   21.8,   27.5,   44.6,    4.3,    1.2,   17.0,   48.6,    1.6,    3.4,    7.4,    2.6,   92.2,   93.1,    7.8,    6.9,    247,     59,     62,     21,      5,     11,     41,     47,     42,     26,     19,     20,    185,    173,    241,     48,     60,     19,      7,     10,     44,     44,     35,     30,     15,     11,    167,    157,    148,     39,     43,     19,      4,.,     15,     24,     11,      8,     17,      9,     97,     95,    13.3,    16.7,    25.6,    27.3,    13.0,    13.8,    23.3,    21.9,    17.3,    19.2,    30.8,    30.6,    16.3,    17.6,    26.5,    27.3,    26.7,    26.5,    41.7,    41.3,    26.7,    26.1,    41.7,    40.6,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRW - CHICAGO BOARD OF TRADE",250107,2025-01-07,001612,CBT ,00,001 ,  277642,   36185,   81002,   69902,    7897,    8643,   50994,   82889,   56463,   24920,    8897,   13756,  260863,  259547,   16779,   18095,  213836,   23056,   62497,   45647,    7804,    4354,   63458,   80399,   29811,   30058,    9350,    5264,  201648,  199479,   12188,   14357,   63806,   13129,   18505,   27944,    3782,     600,   13296,   28250,     892,    1735,    6420,    1619,   59215,   60068,    4591,    3738,    -680,   -1713,     298,     719,   -1674,     596,    -319,   -2389,    1507,     114,    1067,    -286,     618,    -881,   -1298,     201,  100.0,   13.0,   29.2,   25.2,    2.8,    3.1,   18.4,   29.9,   20.3,    9.0,    3.2,    5.0,   94.0,   93.5,    6.0,    6.5,  100.0,   10.8,   29.2,   21.3,    3.6,    2.0,   29.7,   37.6,   13.9,   14.1,    4.4,    2.5,   94.3,   93.3,    5.7,    6.7,  100.0,   20.6,   29.0,   43.8,    5.9,    0.9,   20.8,   44.3,    1.4,    2.7,   10.1,    2.5,   92.8,   94.1,    7.2,    5.9,    247,     57,     60,     20,      5,     12,     48,     44,     46,     24,     20,     23,    186,    178,    243,     48,     58,     18,      7,      9,     47,     45,     37,     30,     16,     13,    168,    160,    151,     35,     44,     17,      5,.,     19,     24,      9,      7,     18,     11,     91,    101,    13.6,    16.5,    25.3,    27.1,    13.3,    13.8,    22.4,    22.2,    16.7,    19.5,    29.5,    30.7,    16.2,    17.1,    25.6,    27.3,    30.1,    23.2,    46.4,    38.6,    30.1,    23.2,    46.4,    38.1,"(CONTRACTS OF 5,000 BUSHELS)","001612","CBT ","001 ","A10","FutOnly"
"WHEAT-HRSpring - MIAX FUTURES EXCHANGE",250311,2025-03-11,001626,MGE ,00,001 ,   81774,   41576,   24136,    4594,     165,      83,   10276,   35918,    5924,    5742,    3219,    2259,   70454,   71704,   11320,   10070,   65638,   31536,   15421,    2939,     165,      33,   10144,   32771,    4521,    6098,    3068,    1392,   56663,   57371,    8975,    8267,   16136,   10040,    8715,    1655,       0,      50,    1328,    4343,     207,      63,     570,     448,   13791,   14333,    2345,    1803,    2692,     878,   -2339,     980,    -804,       9,    -343,    8107,      70,     -94,   -1710,    -315,    1185,    3018,    1507,    -326,  100.0,   50.8,   29.5,    5.6,    0.2,    0.1,   12.6,   43.9,    7.2,    7.0,    3.9,    2.8,   86.2,   87.7,   13.8,   12.3,  100.0,   48.0,   23.5,    4.5,    0.3,    0.1,   15.5,   49.9,    6.9,    9.3,    4.7,    2.1,   86.3,   87.4,   13.7,   12.6,  100.0,   62.2,   54.0,   10.3,    0.0,    0.3,    8.2,   26.9,    1.3,    0.4,    3.5,    2.8,   85.5,   88.8,   14.5,   11.2,    125,     53,     35,      8,.,.,     14,     24,     12,     10,      6,      8,     92,     83,    123,     49,     31,      8,.,.,     14,     24,     10,     12,      5,      5,     86,     75,     71,     32,     26,      5,      0,.,      4,      4,.,.,      8,      4,     48,     41,    14.3,    30.0,    26.1,    43.6,    12.6,    29.9,    23.9,    43.0,    17.0,    30.9,    29.8,    44.5,    15.0,    30.8,    27.5,    44.0,    29.6,    47.9,    45.2,    63.7,    29.4,    47.6,    44.2,    61.4,"(CONTRACTS OF 5,000 BUSHELS)","001626","MGE ","001 ","A10","FutOnly"
"WHEAT-HRSpring - MIAX FUTURES EXCHANGE",250304,2025-03-04,001626,MGE ,00,001 ,   79082,   40698,   26475,    3614,     969,      74,   10619,   27811,    5854,    5836,    4929,    2574,   69269,   68686,    9813,   10396,   65939,   31841,   17736,    2204,     977,      17,   10847,   27350,    4832,    6278,    4613,    1872,   57891,   57397,    8048,    8542,   13143,    8857,    8739,    1418,       0,      49,     794,    1483,       0,      44,     802,     216,   11378,   11289,    1765,    1854,    5457,    7458,   -6317,    -313,     661,    -166,    -747,   11236,     482,     195,    1158,    -707,    6202,    6347,    -745,    -890,  100.0,   51.5,   33.5,    4.6,    1.2,    0.1,   13.4,   35.2,    7.4,    7.4,    6.2,    3.3,   87.6,   86.9,   12.4,   13.1,  100.0,   48.3,   26.9,    3.3,    1.5,    0.0,   16.4,   41.5,    7.3,    9.5,    7.0,    2.8,   87.8,   87.0,   12.2,   13.0,  100.0,   67.4,   66.5,   10.8,    0.0,    0.4,    6.0,   11.3,    0.0,    0.3,    6.1,    1.6,   86.6,   85.9,   13.4,   14.1,    128,     51,     36,      6,.,.,     11,     25,     12,     12,      8,     12,     93,     88,    126,     48,     32,      6,.,.,     11,     25,     10,     16,      6,      8,     88,     78,     69,     29,     26,      6,      0,.,.,      4,      0,.,      9,      6,     45,     43,    16.6,    26.8,    28.6,    38.9,    14.1,    26.7,    25.5,    38.7,    18.8,    27.8,    32.3,    40.1,    16.8,    27.8,    29.5,    39.6,    33.1,    42.0,    49.4,    59.3,    32.8,    41.0,    48.1,    55.2,"(CONTRACTS OF 5,000 BUSHELS)","001626","MGE ","001 ","A10","FutOnly"
